4294A REV1.11
"DATE:     28 -100"


"MEASURE PARAMETER: ADMITTANCE MAG PHASE (DEG)"
"ADAPTER: 7mm"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 801"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 5"
"SWEEP AVERAGING: 16"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LOG"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
1.12163155000e+05	3.404808e-03	0.000000e+00
1.12199945000e+05	3.580470e-03	0.000000e+00
1.12236748000e+05	3.779200e-03	0.000000e+00
1.12273563000e+05	4.005487e-03	0.000000e+00
1.12310389000e+05	4.264829e-03	0.000000e+00
1.12347228000e+05	4.564517e-03	0.000000e+00
1.12384079000e+05	4.912952e-03	0.000000e+00
1.12420942000e+05	5.320456e-03	0.000000e+00
1.12457817000e+05	5.799892e-03	0.000000e+00
1.12494705000e+05	6.363086e-03	0.000000e+00
1.12531604000e+05	7.018457e-03	0.000000e+00
1.12568515000e+05	7.757647e-03	0.000000e+00
1.12605439000e+05	8.532429e-03	0.000000e+00
1.12642374000e+05	9.219584e-03	0.000000e+00
1.12679322000e+05	9.615230e-03	0.000000e+00
1.12716282000e+05	9.530599e-03	0.000000e+00
1.12753254000e+05	8.951643e-03	0.000000e+00
1.12790238000e+05	8.061539e-03	0.000000e+00
1.12827234000e+05	7.084156e-03	0.000000e+00
1.12864243000e+05	6.163979e-03	0.000000e+00
1.12901263000e+05	5.359540e-03	0.000000e+00
1.12938296000e+05	4.679794e-03	0.000000e+00
1.12975340000e+05	4.112759e-03	0.000000e+00
1.13012397000e+05	3.639951e-03	0.000000e+00
1.13049467000e+05	3.242526e-03	0.000000e+00
1.13086548000e+05	2.904499e-03	0.000000e+00
1.13123641000e+05	2.612375e-03	0.000000e+00
1.13160747000e+05	2.356881e-03	0.000000e+00
1.13197865000e+05	2.131709e-03	0.000000e+00
1.13234994000e+05	1.930499e-03	0.000000e+00
1.13272137000e+05	1.753091e-03	0.000000e+00
1.13309291000e+05	1.594695e-03	0.000000e+00
1.13346457000e+05	1.452792e-03	0.000000e+00
1.13383636000e+05	1.325152e-03	0.000000e+00
1.13420827000e+05	1.209964e-03	0.000000e+00
1.13458030000e+05	1.105589e-03	0.000000e+00
1.13495245000e+05	1.010678e-03	0.000000e+00
1.13532473000e+05	9.241312e-04	0.000000e+00
1.13569712000e+05	8.449560e-04	0.000000e+00
1.13606964000e+05	7.723502e-04	0.000000e+00
1.13644228000e+05	7.056624e-04	0.000000e+00
1.13681505000e+05	6.442821e-04	0.000000e+00
1.13718793000e+05	5.877799e-04	0.000000e+00
1.13756094000e+05	5.357049e-04	0.000000e+00
1.13793407000e+05	4.877752e-04	0.000000e+00
1.13830732000e+05	4.437125e-04	0.000000e+00
1.13868070000e+05	4.033415e-04	0.000000e+00
1.13905420000e+05	3.666834e-04	0.000000e+00
1.13942782000e+05	3.335676e-04	0.000000e+00
1.13980156000e+05	3.039160e-04	0.000000e+00
1.14017543000e+05	2.777894e-04	0.000000e+00
1.14054941000e+05	2.553279e-04	0.000000e+00
1.14092352000e+05	2.366232e-04	0.000000e+00
1.14129776000e+05	2.218790e-04	0.000000e+00
1.14167211000e+05	2.111291e-04	0.000000e+00
1.14204659000e+05	2.043221e-04	0.000000e+00
1.14242119000e+05	2.012571e-04	0.000000e+00
1.14279592000e+05	2.016219e-04	0.000000e+00
1.14317077000e+05	2.049409e-04	0.000000e+00
1.14354574000e+05	2.106978e-04	0.000000e+00
1.14392083000e+05	2.183968e-04	0.000000e+00
1.14429605000e+05	2.275785e-04	0.000000e+00
1.14467139000e+05	2.378644e-04	0.000000e+00
1.14504685000e+05	2.489372e-04	0.000000e+00
1.14542243000e+05	2.605542e-04	0.000000e+00
1.14579814000e+05	2.725218e-04	0.000000e+00
1.14617398000e+05	2.846816e-04	0.000000e+00
1.14654993000e+05	2.969116e-04	0.000000e+00
1.14692601000e+05	3.091297e-04	0.000000e+00
1.14730221000e+05	3.213224e-04	0.000000e+00
1.14767854000e+05	3.333243e-04	0.000000e+00
1.14805499000e+05	3.451848e-04	0.000000e+00
1.14843156000e+05	3.568553e-04	0.000000e+00
1.14880825000e+05	3.683113e-04	0.000000e+00
1.14918507000e+05	3.795461e-04	0.000000e+00
1.14956202000e+05	3.905366e-04	0.000000e+00
1.14993908000e+05	4.012689e-04	0.000000e+00
1.15031627000e+05	4.117694e-04	0.000000e+00
1.15069359000e+05	4.220194e-04	0.000000e+00
1.15107103000e+05	4.320670e-04	0.000000e+00
1.15144859000e+05	4.418929e-04	0.000000e+00
1.15182627000e+05	4.514986e-04	0.000000e+00
1.15220408000e+05	4.608829e-04	0.000000e+00
1.15258202000e+05	4.700399e-04	0.000000e+00
1.15296007000e+05	4.789960e-04	0.000000e+00
1.15333826000e+05	4.877133e-04	0.000000e+00
1.15371656000e+05	4.962456e-04	0.000000e+00
1.15409499000e+05	5.045767e-04	0.000000e+00
1.15447354000e+05	5.127193e-04	0.000000e+00
1.15485222000e+05	5.206787e-04	0.000000e+00
1.15523102000e+05	5.284782e-04	0.000000e+00
1.15560995000e+05	5.361236e-04	0.000000e+00
1.15598900000e+05	5.435933e-04	0.000000e+00
1.15636818000e+05	5.509180e-04	0.000000e+00
1.15674748000e+05	5.580818e-04	0.000000e+00
1.15712690000e+05	5.650769e-04	0.000000e+00
1.15750645000e+05	5.719252e-04	0.000000e+00
1.15788612000e+05	5.786248e-04	0.000000e+00
1.15826592000e+05	5.851960e-04	0.000000e+00
1.15864584000e+05	5.916292e-04	0.000000e+00
1.15902589000e+05	5.979510e-04	0.000000e+00
1.15940606000e+05	6.041272e-04	0.000000e+00
1.15978635000e+05	6.102059e-04	0.000000e+00
1.16016677000e+05	6.161320e-04	0.000000e+00
1.16054732000e+05	6.219926e-04	0.000000e+00
1.16092799000e+05	6.277030e-04	0.000000e+00
1.16130878000e+05	6.333106e-04	0.000000e+00
1.16168970000e+05	6.388351e-04	0.000000e+00
1.16207075000e+05	6.442398e-04	0.000000e+00
1.16245192000e+05	6.495607e-04	0.000000e+00
1.16283321000e+05	6.547689e-04	0.000000e+00
1.16321463000e+05	6.599003e-04	0.000000e+00
1.16359618000e+05	6.649279e-04	0.000000e+00
1.16397785000e+05	6.698531e-04	0.000000e+00
1.16435964000e+05	6.747247e-04	0.000000e+00
1.16474156000e+05	6.794933e-04	0.000000e+00
1.16512361000e+05	6.841719e-04	0.000000e+00
1.16550578000e+05	6.887970e-04	0.000000e+00
1.16588808000e+05	6.933171e-04	0.000000e+00
1.16627050000e+05	6.977746e-04	0.000000e+00
1.16665305000e+05	7.021655e-04	0.000000e+00
1.16703572000e+05	7.064990e-04	0.000000e+00
1.16741852000e+05	7.107430e-04	0.000000e+00
1.16780144000e+05	7.149326e-04	0.000000e+00
1.16818449000e+05	7.190353e-04	0.000000e+00
1.16856767000e+05	7.230759e-04	0.000000e+00
1.16895097000e+05	7.270823e-04	0.000000e+00
1.16933439000e+05	7.309953e-04	0.000000e+00
1.16971795000e+05	7.348965e-04	0.000000e+00
1.17010162000e+05	7.386996e-04	0.000000e+00
1.17048543000e+05	7.424610e-04	0.000000e+00
1.17086936000e+05	7.461308e-04	0.000000e+00
1.17125341000e+05	7.497805e-04	0.000000e+00
1.17163760000e+05	7.533639e-04	0.000000e+00
1.17202190000e+05	7.569049e-04	0.000000e+00
1.17240634000e+05	7.604112e-04	0.000000e+00
1.17279090000e+05	7.638489e-04	0.000000e+00
1.17317558000e+05	7.672564e-04	0.000000e+00
1.17356040000e+05	7.705994e-04	0.000000e+00
1.17394533000e+05	7.739021e-04	0.000000e+00
1.17433040000e+05	7.771762e-04	0.000000e+00
1.17471559000e+05	7.804112e-04	0.000000e+00
1.17510091000e+05	7.835841e-04	0.000000e+00
1.17548635000e+05	7.867156e-04	0.000000e+00
1.17587192000e+05	7.898204e-04	0.000000e+00
1.17625762000e+05	7.928747e-04	0.000000e+00
1.17664344000e+05	7.958665e-04	0.000000e+00
